YEAR_x,TEAM_x,SEED_x,SCORE_x,gameID,TEAMORIGINAL_x,Closest Match_x,afterWin_winLoss_Win_percent_x_x,afterWin_winLoss_MOV_x_x,afterWin_winLoss_ATS_x_x,asUnderdog_winLoss_Win_percent_x_x,asUnderdog_winLoss_MOV_x_x,asUnderdog_winLoss_ATS_x_x,away_winLoss_Win_percent_x_x,away_winLoss_MOV_x_x,away_winLoss_ATS_x_x,neutralSite_winLoss_Win_percent_x_x,neutralSite_winLoss_MOV_x_x,neutralSite_winLoss_ATS_x_x,overallWinPercentage_Win_percent_x_x,overallWinPercentage_MOV_x_x,overallWinPercentage_ATS_x_x,Team Original_x_x,Team_x_x,Team Original_y_x,Team_y_x,RSCI Top 100_x,TEAM_lower_x,Team_x,year_x,upperclassmen_x,SRS_x,SOS_x,Tm_x,Opp_x,MP_x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Year_x,YEAR_y,TEAM_y,SEED_y,SCORE_y,TEAMORIGINAL_y,Closest Match_y,afterWin_winLoss_Win_percent_x_y,afterWin_winLoss_MOV_x_y,afterWin_winLoss_ATS_x_y,asUnderdog_winLoss_Win_percent_x_y,asUnderdog_winLoss_MOV_x_y,asUnderdog_winLoss_ATS_x_y,away_winLoss_Win_percent_x_y,away_winLoss_MOV_x_y,away_winLoss_ATS_x_y,neutralSite_winLoss_Win_percent_x_y,neutralSite_winLoss_MOV_x_y,neutralSite_winLoss_ATS_x_y,overallWinPercentage_Win_percent_x_y,overallWinPercentage_MOV_x_y,overallWinPercentage_ATS_x_y,Team Original_x_y,Team_x_y,Team Original_y_y,Team_y_y,RSCI Top 100_y,TEAM_lower_y,Team_y,year_y,upperclassmen_y,SRS_y,SOS_y,Tm_y,Opp_y,MP_y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Year_y,seedDiff,isUnderdog_x,isUnderdog_y
2022,San Diego St,8,69.0,162,San Diego St.,san diego st,67.5%,6.1,0.8,29.6%,-6.6,0.2,47.5%,-1.4,0.2,66.2%,4.0,+1.3,65.6%,5.4,0.5,San Diego St,san diego st,San Diego St,San Diego St,1.0,san diego st,san diego st,2022.0,5.0,13.13,5.85,2093.0,1860.0,1295.0,761.0,1761.0,0.432,192.0,542.0,0.354,379.0,548.0,0.692,315.0,1121.0,382.0,239.0,152.0,409.0,559.0,2022.0,2022,Creighton,9,72.0,Creighton,creighton,68.5%,7.1,0.7,37.6%,-3.2,1.8,50.0%,0.2,0.1,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,Creighton,Creighton,5.0,creighton,creighton,2022.0,3.0,11.34,8.54,2422.0,2324.0,1415.0,896.0,2002.0,0.448,235.0,763.0,0.308,395.0,535.0,0.738,336.0,1335.0,466.0,192.0,149.0,492.0,476.0,2022.0,1,True,False
2022,Iowa,5,63.0,163,Iowa,iowa,57.5%,4.6,0.1,29.8%,-6.0,0.3,34.6%,-4.0,-0.4,48.1%,-0.6,-0.7,57.7%,4.4,0.1,Iowa,iowa,Iowa,Iowa,1.0,iowa,iowa,2022.0,2.0,18.9,6.87,2995.0,2562.0,1450.0,1071.0,2322.0,0.461,331.0,912.0,0.363,522.0,697.0,0.749,428.0,1344.0,577.0,264.0,156.0,332.0,583.0,2022.0,2022,Richmond,12,67.0,Richmond,richmond,54.8%,1.9,-0.1,32.5%,-5.5,1.0,43.1%,-2.2,0.6,54.6%,1.1,+0.9,57.7%,2.5,0.3,Richmond,richmond,Richmond,Richmond,0.0,richmond,richmond,2022.0,7.0,7.07,4.48,2628.0,2532.0,1490.0,934.0,2112.0,0.442,290.0,881.0,0.329,470.0,655.0,0.718,280.0,1194.0,536.0,281.0,87.0,361.0,513.0,2022.0,7,True,False
2022,Providence,4,66.0,164,Providence,providence,58.2%,3.2,0.8,33.7%,-4.8,1.6,39.8%,-3.1,1.4,38.3%,-3.3,-1.6,56.2%,2.6,0.4,Providence,providence,Providence,Providence,2.0,providence,providence,2022.0,7.0,13.08,7.75,2360.0,2184.0,1345.0,808.0,1859.0,0.435,243.0,706.0,0.344,501.0,688.0,0.728,348.0,1241.0,437.0,166.0,121.0,377.0,527.0,2022.0,2022,S Dakota St,13,57.0,South Dakota St.,s dakota st,64.6%,5.9,1.1,30.7%,-5.8,1.0,38.4%,-4.0,0.5,60.2%,2.5,-0.4,59.1%,3.7,1.3,S Dakota St,s dakota st,S Dakota St,,,s dakota st,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2022,LSU,6,54.0,165,LSU,lsu,61.1%,4.6,-0.3,26.3%,-7.3,-0.5,33.3%,-5.4,-0.4,45.3%,-1.4,-2.3,57.2%,3.2,-0.5,LSU,lsu,LSU,LSU,7.0,lsu,lsu,2022.0,2.0,17.45,8.3,2467.0,2156.0,1370.0,879.0,2005.0,0.438,220.0,697.0,0.316,489.0,669.0,0.731,411.0,1257.0,431.0,373.0,145.0,499.0,651.0,2022.0,2022,Iowa St,11,59.0,Iowa St.,iowa st,62.4%,5.9,1.0,25.8%,-6.9,0.3,28.2%,-6.0,-0.6,58.7%,2.5,+1.5,57.9%,4.1,0.6,Iowa St,iowa st,Iowa St,,,iowa st,iowa st,2022.0,6.0,12.38,9.33,2296.0,2189.0,1410.0,849.0,1969.0,0.431,234.0,742.0,0.315,364.0,533.0,0.683,337.0,1134.0,513.0,299.0,109.0,484.0,639.0,2022.0,5,True,False
2022,Wisconsin,3,67.0,166,Wisconsin,wisconsin,68.6%,7.0,0.7,38.1%,-3.2,1.7,50.2%,0.1,0.4,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,Wisconsin,Wisconsin,0.0,wisconsin,wisconsin,2022.0,3.0,13.13,9.16,2308.0,2177.0,1320.0,815.0,1931.0,0.422,213.0,696.0,0.306,465.0,626.0,0.743,308.0,1156.0,365.0,175.0,97.0,287.0,554.0,2022.0,2022,Colgate,14,60.0,Colgate,colgate,50.9%,0.9,1.3,20.6%,-8.1,1.9,37.3%,-4.9,1.4,33.3%,-4.1,-3.9,49.1%,0.3,1.4,Colgate,colgate,Colgate,Colgate,0.0,colgate,colgate,2022.0,5.0,0.98,-6.37,2646.0,2349.0,1405.0,964.0,2034.0,0.474,347.0,858.0,0.404,371.0,532.0,0.697,309.0,1266.0,598.0,214.0,126.0,397.0,507.0,2022.0,11,True,False
2022,USC,7,66.0,167,USC,usc,60.3%,3.7,0.1,29.0%,-5.7,0.7,37.9%,-3.0,0.3,55.4%,1.6,+1.2,55.8%,2.6,0.1,USC,usc,USC,USC,4.0,usc,usc,2022.0,6.0,12.5,6.09,2461.0,2243.0,1370.0,910.0,2002.0,0.455,230.0,644.0,0.357,411.0,619.0,0.664,399.0,1363.0,485.0,170.0,151.0,415.0,531.0,2022.0,2022,Miami FL,10,68.0,Miami FL,miami,61.7%,5.0,0.7,34.7%,-4.3,1.8,44.4%,-1.6,1.5,58.0%,2.2,0.0,60.3%,4.1,0.4,Miami,miami,Miami,,,miami fl,miami fl,2022.0,6.0,11.22,7.62,2736.0,2603.0,1485.0,1011.0,2136.0,0.473,257.0,759.0,0.339,457.0,616.0,0.742,269.0,1132.0,523.0,328.0,118.0,352.0,550.0,2022.0,3,True,False
2022,Auburn,2,80.0,168,Auburn,auburn,60.7%,4.9,-0.3,26.4%,-7.8,-0.4,32.9%,-5.0,-0.7,52.3%,0.5,-0.8,57.1%,3.3,0.3,Auburn,auburn,Auburn,,,auburn,auburn,2022.0,3.0,19.2,8.17,2660.0,2285.0,1380.0,943.0,2166.0,0.435,274.0,862.0,0.318,500.0,684.0,0.731,435.0,1375.0,501.0,284.0,272.0,411.0,629.0,2022.0,2022,Jacksonville St,15,61.0,Jacksonville St.,jacksonville,49.5%,-1.1,0.0,23.6%,-8.7,0.4,31.2%,-7.3,-0.1,46.2%,0.1,-0.5,46.4%,-1.0,0.2,Jacksonville,jacksonville,Jacksonville,Jacksonville St,0.0,jacksonville st,jacksonville st,2022.0,7.0,-0.19,-3.79,2353.0,2151.0,1285.0,838.0,1796.0,0.467,297.0,769.0,0.386,380.0,554.0,0.686,308.0,1177.0,458.0,199.0,92.0,419.0,459.0,2022.0,13,True,False
2022,Gonzaga,1,82.0,169,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,Gonzaga,Gonzaga,9.0,gonzaga,gonzaga,2022.0,4.0,25.46,4.5,2790.0,2119.0,1280.0,1045.0,2004.0,0.521,262.0,708.0,0.37,438.0,614.0,0.713,309.0,1341.0,578.0,205.0,186.0,370.0,497.0,2022.0,2022,Memphis,9,78.0,Memphis,memphis,70.5%,7.9,0.7,33.2%,-4.4,1.2,54.4%,1.5,0.8,55.6%,1.8,-0.7,70.0%,7.8,0.7,Memphis,memphis,Memphis,Memphis,6.0,memphis,memphis,2022.0,4.0,14.67,7.86,2480.0,2255.0,1320.0,889.0,1895.0,0.469,205.0,577.0,0.355,497.0,716.0,0.694,413.0,1280.0,522.0,277.0,180.0,527.0,621.0,2022.0,8,True,False
2022,New Mexico St,12,48.0,170,New Mexico St.,new mexico,64.7%,6.0,0.6,24.4%,-6.9,-0.3,39.5%,-2.9,-0.3,50.4%,0.2,-2.0,61.5%,5.0,0.1,New Mexico,new mexico,New Mexico,New Mexico St,0.0,new mexico st,new mexico st,2022.0,6.0,7.11,1.24,2464.0,2197.0,1365.0,869.0,1913.0,0.454,268.0,812.0,0.33,458.0,652.0,0.702,369.0,1298.0,465.0,170.0,138.0,478.0,539.0,2022.0,2022,Arkansas,4,53.0,Arkansas,arkansas,61.9%,5.5,-0.7,27.1%,-6.9,-1.0,29.7%,-5.6,-1.7,52.9%,0.2,-1.9,60.2%,5.0,-0.4,Arkansas,arkansas,Arkansas,Arkansas,4.0,arkansas,arkansas,2022.0,5.0,16.27,8.62,2810.0,2527.0,1490.0,972.0,2241.0,0.434,233.0,767.0,0.304,633.0,833.0,0.76,399.0,1399.0,512.0,281.0,153.0,452.0,624.0,2022.0,8,False,True
2022,Notre Dame,11,53.0,171,Notre Dame,notre dame,62.9%,6.0,0.3,32.0%,-4.6,1.5,39.5%,-2.6,0.9,50.4%,1.1,+0.2,61.3%,5.1,0.1,Notre Dame,notre dame,Notre Dame,Notre Dame,3.0,notre dame,notre dame,2022.0,6.0,11.87,7.01,2540.0,2349.0,1420.0,913.0,1973.0,0.463,318.0,834.0,0.381,396.0,526.0,0.753,251.0,1190.0,491.0,182.0,65.0,365.0,446.0,2022.0,2022,Texas Tech,3,59.0,Texas Tech,texas tech,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,29.3%,-7.0,-1.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,Texas Tech,Texas Tech,2.0,texas tech,texas tech,2022.0,7.0,20.08,8.65,2667.0,2244.0,1495.0,969.0,2055.0,0.472,225.0,700.0,0.321,504.0,722.0,0.698,391.0,1348.0,506.0,296.0,130.0,499.0,598.0,2022.0,8,False,True
2022,Michigan St,7,76.0,172,Michigan St.,michigan st,71.9%,8.4,0.4,35.3%,-4.2,0.7,54.0%,1.9,-0.1,63.8%,4.1,+0.1,71.7%,8.7,0.5,Michigan St,michigan st,Michigan St,Michigan St,9.0,michigan st,michigan st,2022.0,5.0,13.18,9.96,2601.0,2485.0,1440.0,939.0,2059.0,0.456,262.0,694.0,0.378,461.0,615.0,0.75,363.0,1329.0,565.0,205.0,181.0,459.0,609.0,2022.0,2022,Duke,2,85.0,Duke,duke,81.5%,13.5,0.3,43.3%,-1.1,2.9,66.3%,7.2,0.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,Duke,Duke,7.0,duke,duke,2022.0,2.0,19.55,7.26,3122.0,2643.0,1565.0,1158.0,2357.0,0.491,308.0,841.0,0.366,498.0,675.0,0.738,410.0,1480.0,642.0,249.0,219.0,400.0,532.0,2022.0,5,False,True
2022,Baylor,1,86.0,173,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,Baylor,Baylor,6.0,baylor,baylor,2022.0,4.0,21.73,8.76,2619.0,2178.0,1370.0,962.0,2083.0,0.462,274.0,799.0,0.343,421.0,604.0,0.697,437.0,1264.0,542.0,298.0,117.0,421.0,548.0,2022.0,2022,N Carolina,8,93.0,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,N Carolina,,,n carolina,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2022,St Marys,5,56.0,174,Saint Mary's,st marys,69.0%,8.1,0.4,24.9%,-8.8,-1.3,52.6%,1.1,1.1,52.4%,0.5,-2.1,65.8%,6.7,0.3,St Marys,st marys,St Marys,,,st marys,st marys,2022.0,6.0,14.82,6.58,2370.0,2061.0,1360.0,888.0,1915.0,0.464,246.0,696.0,0.353,348.0,459.0,0.758,293.0,1146.0,458.0,235.0,86.0,382.0,529.0,2022.0,2022,UCLA,4,72.0,UCLA,ucla,69.3%,6.8,0.7,35.8%,-5.2,0.6,51.4%,-0.3,0.6,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,UCLA,UCLA,7.0,ucla,ucla,2022.0,6.0,19.3,8.36,2639.0,2256.0,1425.0,967.0,2148.0,0.45,237.0,671.0,0.353,468.0,632.0,0.741,394.0,1281.0,486.0,244.0,116.0,313.0,554.0,2022.0,1,False,True
2022,Texas,6,71.0,175,Texas,texas,64.3%,6.5,0.0,32.7%,-4.7,0.8,45.7%,-1.3,-0.4,56.3%,2.2,-0.4,65.3%,6.6,0.0,Texas,texas,Texas,Texas,6.0,texas,texas,2022.0,7.0,17.01,8.87,2339.0,2062.0,1370.0,832.0,1886.0,0.441,225.0,681.0,0.33,450.0,603.0,0.746,353.0,1131.0,450.0,261.0,115.0,393.0,608.0,2022.0,2022,Purdue,3,81.0,Purdue,purdue,66.4%,6.8,0.0,28.4%,-6.1,-0.1,45.1%,-1.2,-0.5,57.8%,2.6,-0.9,65.5%,6.8,0.4,Purdue,purdue,Purdue,Purdue,3.0,purdue,purdue,2022.0,4.0,19.15,8.23,2936.0,2532.0,1495.0,1026.0,2094.0,0.49,315.0,820.0,0.384,569.0,800.0,0.711,412.0,1431.0,601.0,172.0,128.0,436.0,535.0,2022.0,3,False,True
2022,Murray St,7,60.0,176,Murray St.,murray st,69.3%,7.6,0.2,29.1%,-5.1,0.2,56.4%,2.3,0.5,52.9%,1.5,-1.5,69.4%,8.0,0.4,Murray St,murray st,Murray St,Murray St,0.0,murray st,murray st,2022.0,5.0,9.87,-3.07,2690.0,2150.0,1365.0,978.0,2056.0,0.476,272.0,775.0,0.351,462.0,668.0,0.692,424.0,1328.0,501.0,266.0,108.0,389.0,524.0,2022.0,2022,St Peters,15,70.0,Saint Peter's,st peters,46.5%,-1.0,1.1,27.7%,-7.0,0.8,32.1%,-5.7,1.3,47.9%,-1.0,+1.7,41.8%,-2.5,0.5,St Peters,st peters,St Peters,,,st peters,,,,,,,,,,,,,,,,,,,,,,,,,,8,True,False
2022,Houston,5,68.0,178,Houston,houston,65.8%,6.7,1.2,25.8%,-7.7,0.6,39.8%,-3.1,0.2,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,Houston,Houston,1.0,houston,houston,2022.0,5.0,22.55,6.47,2844.0,2233.0,1535.0,1054.0,2267.0,0.465,298.0,881.0,0.338,438.0,657.0,0.667,506.0,1482.0,617.0,305.0,196.0,423.0,652.0,2022.0,2022,Illinois,4,53.0,Illinois,illinois,66.0%,6.9,0.5,27.8%,-5.2,0.6,44.6%,-1.0,0.3,59.8%,3.2,-0.4,64.3%,6.3,0.5,Illinois,illinois,Illinois,Illinois,6.0,illinois,illinois,2022.0,5.0,16.69,9.48,2456.0,2218.0,1330.0,863.0,1925.0,0.448,295.0,821.0,0.359,435.0,616.0,0.706,379.0,1271.0,501.0,171.0,99.0,408.0,538.0,2022.0,1,False,True
2022,Michigan,11,76.0,179,Michigan,michigan,60.7%,4.2,0.4,30.8%,-6.2,0.6,36.1%,-5.0,-0.7,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,Michigan,Michigan,8.0,michigan,michigan,2022.0,3.0,14.26,11.02,2470.0,2360.0,1360.0,914.0,1957.0,0.467,213.0,628.0,0.339,429.0,575.0,0.746,337.0,1215.0,481.0,160.0,112.0,396.0,516.0,2022.0,2022,Tennessee,3,68.0,Tennessee,tennessee,63.9%,6.2,0.4,37.2%,-3.7,1.9,45.9%,-1.0,0.1,55.0%,2.0,-1.2,64.8%,6.1,0.4,Tennessee,tennessee,Tennessee,Tennessee,5.0,tennessee,tennessee,2022.0,5.0,20.46,9.94,2571.0,2203.0,1410.0,915.0,2107.0,0.434,305.0,848.0,0.36,436.0,610.0,0.715,409.0,1290.0,576.0,326.0,150.0,429.0,592.0,2022.0,8,False,True
2022,Ohio St,7,61.0,180,Ohio St.,ohio st,69.5%,8.2,0.9,32.8%,-5.2,0.6,45.1%,-1.8,-0.2,63.3%,3.8,+1.2,67.3%,7.3,0.6,Ohio St,ohio st,Ohio St,Ohio St,2.0,ohio st,ohio st,2022.0,5.0,14.17,9.08,2329.0,2166.0,1290.0,819.0,1740.0,0.471,251.0,688.0,0.365,440.0,581.0,0.757,288.0,1107.0,400.0,144.0,152.0,358.0,525.0,2022.0,2022,Villanova,2,71.0,Villanova,villanova,70.7%,7.5,0.9,32.5%,-3.8,1.4,53.3%,1.4,0.0,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,Villanova,Villanova,6.0,villanova,villanova,2022.0,7.0,19.31,10.29,2726.0,2383.0,1525.0,922.0,2133.0,0.432,355.0,988.0,0.359,527.0,635.0,0.83,392.0,1322.0,451.0,229.0,83.0,376.0,566.0,2022.0,5,False,True
2022,Kansas,1,79.0,181,Kansas,kansas,79.6%,11.4,0.4,42.7%,-3.8,-0.2,65.6%,4.3,-0.3,74.9%,9.2,+0.8,80.7%,11.8,0.7,Kansas,kansas,Kansas,Kansas,6.0,kansas,kansas,2022.0,6.0,22.28,11.3,3129.0,2690.0,1615.0,1144.0,2393.0,0.478,286.0,793.0,0.361,555.0,774.0,0.717,438.0,1515.0,613.0,251.0,172.0,484.0,637.0,2022.0,2022,Creighton,9,72.0,Creighton,creighton,68.5%,7.1,0.7,37.6%,-3.2,1.8,50.0%,0.2,0.1,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,Creighton,Creighton,5.0,creighton,creighton,2022.0,3.0,11.34,8.54,2422.0,2324.0,1415.0,896.0,2002.0,0.448,235.0,763.0,0.308,395.0,535.0,0.738,336.0,1335.0,466.0,192.0,149.0,492.0,476.0,2022.0,8,True,False
2022,Richmond,12,51.0,182,Richmond,richmond,54.8%,1.9,-0.1,32.5%,-5.5,1.0,43.1%,-2.2,0.6,54.6%,1.1,+0.9,57.7%,2.5,0.3,Richmond,richmond,Richmond,Richmond,0.0,richmond,richmond,2022.0,7.0,7.07,4.48,2628.0,2532.0,1490.0,934.0,2112.0,0.442,290.0,881.0,0.329,470.0,655.0,0.718,280.0,1194.0,536.0,281.0,87.0,361.0,513.0,2022.0,2022,Providence,4,79.0,Providence,providence,58.2%,3.2,0.8,33.7%,-4.8,1.6,39.8%,-3.1,1.4,38.3%,-3.3,-1.6,56.2%,2.6,0.4,Providence,providence,Providence,Providence,2.0,providence,providence,2022.0,7.0,13.08,7.75,2360.0,2184.0,1345.0,808.0,1859.0,0.435,243.0,706.0,0.344,501.0,688.0,0.728,348.0,1241.0,437.0,166.0,121.0,377.0,527.0,2022.0,8,False,True
2022,Iowa St,11,54.0,183,Iowa St.,iowa st,62.4%,5.9,1.0,25.8%,-6.9,0.3,28.2%,-6.0,-0.6,58.7%,2.5,+1.5,57.9%,4.1,0.6,Iowa St,iowa st,Iowa St,,,iowa st,iowa st,2022.0,6.0,12.38,9.33,2296.0,2189.0,1410.0,849.0,1969.0,0.431,234.0,742.0,0.315,364.0,533.0,0.683,337.0,1134.0,513.0,299.0,109.0,484.0,639.0,2022.0,2022,Wisconsin,3,49.0,Wisconsin,wisconsin,68.6%,7.0,0.7,38.1%,-3.2,1.7,50.2%,0.1,0.4,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,Wisconsin,Wisconsin,0.0,wisconsin,wisconsin,2022.0,3.0,13.13,9.16,2308.0,2177.0,1320.0,815.0,1931.0,0.422,213.0,696.0,0.306,465.0,626.0,0.743,308.0,1156.0,365.0,175.0,97.0,287.0,554.0,2022.0,8,False,True
2022,Miami FL,10,79.0,184,Miami FL,miami,61.7%,5.0,0.7,34.7%,-4.3,1.8,44.4%,-1.6,1.5,58.0%,2.2,0.0,60.3%,4.1,0.4,Miami,miami,Miami,,,miami fl,miami fl,2022.0,6.0,11.22,7.62,2736.0,2603.0,1485.0,1011.0,2136.0,0.473,257.0,759.0,0.339,457.0,616.0,0.742,269.0,1132.0,523.0,328.0,118.0,352.0,550.0,2022.0,2022,Auburn,2,61.0,Auburn,auburn,60.7%,4.9,-0.3,26.4%,-7.8,-0.4,32.9%,-5.0,-0.7,52.3%,0.5,-0.8,57.1%,3.3,0.3,Auburn,auburn,Auburn,,,auburn,auburn,2022.0,3.0,19.2,8.17,2660.0,2285.0,1380.0,943.0,2166.0,0.435,274.0,862.0,0.318,500.0,684.0,0.731,435.0,1375.0,501.0,284.0,272.0,411.0,629.0,2022.0,8,False,True
2022,Gonzaga,1,68.0,185,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,Gonzaga,Gonzaga,9.0,gonzaga,gonzaga,2022.0,4.0,25.46,4.5,2790.0,2119.0,1280.0,1045.0,2004.0,0.521,262.0,708.0,0.37,438.0,614.0,0.713,309.0,1341.0,578.0,205.0,186.0,370.0,497.0,2022.0,2022,Arkansas,4,74.0,Arkansas,arkansas,61.9%,5.5,-0.7,27.1%,-6.9,-1.0,29.7%,-5.6,-1.7,52.9%,0.2,-1.9,60.2%,5.0,-0.4,Arkansas,arkansas,Arkansas,Arkansas,4.0,arkansas,arkansas,2022.0,5.0,16.27,8.62,2810.0,2527.0,1490.0,972.0,2241.0,0.434,233.0,767.0,0.304,633.0,833.0,0.76,399.0,1399.0,512.0,281.0,153.0,452.0,624.0,2022.0,3,True,False
2022,Texas Tech,3,73.0,186,Texas Tech,texas tech,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,29.3%,-7.0,-1.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,Texas Tech,Texas Tech,2.0,texas tech,texas tech,2022.0,7.0,20.08,8.65,2667.0,2244.0,1495.0,969.0,2055.0,0.472,225.0,700.0,0.321,504.0,722.0,0.698,391.0,1348.0,506.0,296.0,130.0,499.0,598.0,2022.0,2022,Duke,2,78.0,Duke,duke,81.5%,13.5,0.3,43.3%,-1.1,2.9,66.3%,7.2,0.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,Duke,Duke,7.0,duke,duke,2022.0,2.0,19.55,7.26,3122.0,2643.0,1565.0,1158.0,2357.0,0.491,308.0,841.0,0.366,498.0,675.0,0.738,410.0,1480.0,642.0,249.0,219.0,400.0,532.0,2022.0,1,False,True
2022,NCarolina,8,73.0,187,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,N Carolina,,,ncarolina,ncarolina,2022.0,3.0,15.5,8.89,3038.0,2780.0,1575.0,1076.0,2409.0,0.447,328.0,917.0,0.358,558.0,730.0,0.764,447.0,1609.0,582.0,202.0,153.0,455.0,564.0,2022.0,2022,UCLA,4,66.0,UCLA,ucla,69.3%,6.8,0.7,35.8%,-5.2,0.6,51.4%,-0.3,0.6,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,UCLA,UCLA,7.0,ucla,ucla,2022.0,6.0,19.3,8.36,2639.0,2256.0,1425.0,967.0,2148.0,0.45,237.0,671.0,0.353,468.0,632.0,0.741,394.0,1281.0,486.0,244.0,116.0,313.0,554.0,2022.0,4,False,True
2022,Purdue,3,64.0,188,Purdue,purdue,66.4%,6.8,0.0,28.4%,-6.1,-0.1,45.1%,-1.2,-0.5,57.8%,2.6,-0.9,65.5%,6.8,0.4,Purdue,purdue,Purdue,Purdue,3.0,purdue,purdue,2022.0,4.0,19.15,8.23,2936.0,2532.0,1495.0,1026.0,2094.0,0.49,315.0,820.0,0.384,569.0,800.0,0.711,412.0,1431.0,601.0,172.0,128.0,436.0,535.0,2022.0,2022,St Peters,15,67.0,Saint Peter's,st peters,46.5%,-1.0,1.1,27.7%,-7.0,0.8,32.1%,-5.7,1.3,47.9%,-1.0,+1.7,41.8%,-2.5,0.5,St Peters,st peters,St Peters,,,st peters,,,,,,,,,,,,,,,,,,,,,,,,,,12,True,False
2022,Arizona,1,60.0,189,Arizona,arizona,74.2%,9.4,0.2,41.3%,-3.1,1.3,59.3%,3.8,0.6,66.9%,5.3,-0.2,73.9%,9.5,0.5,Arizona,arizona,Arizona,Arizona,5.0,arizona,arizona,2022.0,1.0,22.75,6.84,3107.0,2518.0,1490.0,1117.0,2269.0,0.492,287.0,815.0,0.352,586.0,793.0,0.739,429.0,1531.0,726.0,249.0,210.0,497.0,619.0,2022.0,2022,Houston,5,72.0,Houston,houston,65.8%,6.7,1.2,25.8%,-7.7,0.6,39.8%,-3.1,0.2,61.2%,4.1,+0.6,59.9%,4.7,1.1,Houston,houston,Houston,Houston,1.0,houston,houston,2022.0,5.0,22.55,6.47,2844.0,2233.0,1535.0,1054.0,2267.0,0.465,298.0,881.0,0.338,438.0,657.0,0.667,506.0,1482.0,617.0,305.0,196.0,423.0,652.0,2022.0,4,True,False
2022,Michigan,11,55.0,190,Michigan,michigan,60.7%,4.2,0.4,30.8%,-6.2,0.6,36.1%,-5.0,-0.7,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,Michigan,Michigan,8.0,michigan,michigan,2022.0,3.0,14.26,11.02,2470.0,2360.0,1360.0,914.0,1957.0,0.467,213.0,628.0,0.339,429.0,575.0,0.746,337.0,1215.0,481.0,160.0,112.0,396.0,516.0,2022.0,2022,Villanova,2,63.0,Villanova,villanova,70.7%,7.5,0.9,32.5%,-3.8,1.4,53.3%,1.4,0.0,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,Villanova,Villanova,6.0,villanova,villanova,2022.0,7.0,19.31,10.29,2726.0,2383.0,1525.0,922.0,2133.0,0.432,355.0,988.0,0.359,527.0,635.0,0.83,392.0,1322.0,451.0,229.0,83.0,376.0,566.0,2022.0,9,False,True
