YEAR,BY YEAR NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE,gameID,TEAMORIGINAL,Closest Match,afterLoss_winLoss_Win_percent_x,afterLoss_winLoss_MOV_x,afterLoss_winLoss_ATS_x,afterWin_winLoss_Win_percent_x,afterWin_winLoss_MOV_x,afterWin_winLoss_ATS_x,asUnderdog_winLoss_Win_percent_x,asUnderdog_winLoss_MOV_x,asUnderdog_winLoss_ATS_x,restAdvantage_winLoss_Win_percent_x,restAdvantage_winLoss_MOV_x,restAdvantage_winLoss_ATS_x,equalRest_winLoss_Win_percent_x,equalRest_winLoss_MOV_x,equalRest_winLoss_ATS_x,away_winLoss_Win_percent_x,away_winLoss_MOV_x,away_winLoss_ATS_x,home_winLoss_Win_percent_x,home_winLoss_MOV_x,home_winLoss_ATS_x,neutralSite_winLoss_Win_percent_x,neutralSite_winLoss_MOV_x,neutralSite_winLoss_ATS_x,overallWinPercentage_Win_percent_x,overallWinPercentage_MOV_x,overallWinPercentage_ATS_x,Team Original_x,Team_x,afterLoss_winLoss_Win_percent_y,afterLoss_winLoss_MOV_y,afterLoss_winLoss_ATS_y,afterWin_winLoss_Win_percent_y,afterWin_winLoss_MOV_y,afterWin_winLoss_ATS_y,asUnderdog_winLoss_Win_percent_y,asUnderdog_winLoss_MOV_y,asUnderdog_winLoss_ATS_y,restAdvantage_winLoss_Win_percent_y,restAdvantage_winLoss_MOV_y,restAdvantage_winLoss_ATS_y,equalRest_winLoss_Win_percent_y,equalRest_winLoss_MOV_y,equalRest_winLoss_ATS_y,away_winLoss_Win_percent_y,away_winLoss_MOV_y,away_winLoss_ATS_y,home_winLoss_Win_percent_y,home_winLoss_MOV_y,home_winLoss_ATS_y,neutralSite_winLoss_Win_percent_y,neutralSite_winLoss_MOV_y,neutralSite_winLoss_ATS_y,overallWinPercentage_Win_percent_y,overallWinPercentage_MOV_y,overallWinPercentage_ATS_y,Team Original_y,TEAM_lower,Team_y,year,upperclassmen,SRS,SOS,Tm,Opp,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Year
2021,1566,858,844,Michigan,1,8,32,86.0,235,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1564,856,866,Colorado,5,32,32,53.0,236,Colorado,colorado,52.7%,1.3,0.5,57.0%,3.2,-0.5,25.1%,-7.9,-0.6,62.4%,5.1,-0.2,52.0%,0.9,-0.5,29.2%,-6.0,-1.6,76.2%,9.5,1.1,54.9%,1.3,+0.7,56.3%,2.8,0.0,Colorado,colorado,52.7%,1.3,0.5,57.0%,3.2,-0.5,25.1%,-7.9,-0.6,62.4%,5.1,-0.2,52.0%,0.9,-0.5,29.2%,-6.0,-1.6,76.2%,9.5,1.1,54.9%,1.3,+0.7,56.3%,2.8,0.0,Colorado,colorado,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1562,854,819,UCLA,11,4,32,67.0,237,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1560,852,845,Maryland,10,32,32,77.0,238,Maryland,maryland,64.3%,4.9,0.0,65.3%,7.5,0.1,32.5%,-4.9,0.6,67.1%,8.3,0.9,61.3%,5.3,-0.6,43.2%,-1.9,0.2,81.5%,13.4,0.0,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,64.3%,4.9,0.0,65.3%,7.5,0.1,32.5%,-4.9,0.6,67.1%,8.3,0.9,61.3%,5.3,-0.6,43.2%,-1.9,0.2,81.5%,13.4,0.0,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1558,850,871,Baylor,1,1,32,76.0,239,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1556,848,814,Villanova,5,16,32,84.0,240,Villanova,villanova,61.5%,4.3,-0.2,70.7%,7.5,0.9,32.5%,-3.8,1.4,69.1%,7.3,-0.4,69.3%,7.2,1.0,53.3%,1.4,0.0,80.9%,11.4,0.6,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,61.5%,4.3,-0.2,70.7%,7.5,0.9,32.5%,-3.8,1.4,69.1%,7.3,-0.4,69.3%,7.2,1.0,53.3%,1.4,0.0,80.9%,11.4,0.6,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1554,846,821,Texas Tech,6,32,32,66.0,241,Texas Tech,texas tech,46.2%,-1.1,-0.9,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,55.7%,3.9,-0.2,52.9%,1.4,-0.8,29.3%,-7.0,-1.7,74.3%,10.1,0.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,46.2%,-1.1,-0.9,59.2%,4.7,-0.1,23.1%,-8.9,-1.3,55.7%,3.9,-0.2,52.9%,1.4,-0.8,29.3%,-7.0,-1.7,74.3%,10.1,0.7,44.2%,-0.8,-0.9,54.8%,2.8,-0.4,Texas Tech,texas tech,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1552,844,860,Florida,7,32,32,78.0,242,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1550,842,852,Illinois,1,32,32,58.0,243,Illinois,illinois,58.1%,3.7,0.3,66.0%,6.9,0.5,27.8%,-5.2,0.6,65.9%,8.0,1.2,64.8%,6.4,0.2,44.6%,-1.0,0.3,79.2%,12.6,1.0,59.8%,3.2,-0.4,64.3%,6.3,0.5,Illinois,illinois,58.1%,3.7,0.3,66.0%,6.9,0.5,27.8%,-5.2,0.6,65.9%,8.0,1.2,64.8%,6.4,0.2,44.6%,-1.0,0.3,79.2%,12.6,1.0,59.8%,3.2,-0.4,64.3%,6.3,0.5,Illinois,illinois,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1548,840,830,Oregon St,12,8,32,80.0,244,Oregon St.,oregon st,37.0%,-4.3,-0.6,49.2%,1.2,0.1,23.1%,-8.5,0.2,56.2%,4.0,-0.1,38.1%,-4.0,-0.2,22.6%,-8.1,-0.4,59.3%,3.7,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,37.0%,-4.3,-0.6,49.2%,1.2,0.1,23.1%,-8.5,0.2,56.2%,4.0,-0.1,38.1%,-4.0,-0.2,22.6%,-8.1,-0.4,59.3%,3.7,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1546,838,825,Syracuse,11,16,32,75.0,245,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1544,836,828,Rutgers,10,32,32,60.0,246,Rutgers,rutgers,39.9%,-3.4,-0.7,51.3%,1.5,0.0,23.4%,-8.5,-0.3,47.1%,0.4,-0.2,46.6%,-1.3,-1.0,23.0%,-8.8,-0.7,62.8%,5.2,0.0,38.2%,-4.1,-2.2,46.3%,-0.7,-0.5,Rutgers,rutgers,39.9%,-3.4,-0.7,51.3%,1.5,0.0,23.4%,-8.5,-0.3,47.1%,0.4,-0.2,46.6%,-1.3,-1.0,23.0%,-8.8,-0.7,62.8%,5.2,0.0,38.2%,-4.1,-2.2,46.3%,-0.7,-0.5,Rutgers,rutgers,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1542,418,856,Gonzaga,1,2,16,83.0,247,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1540,416,817,USC,6,8,16,82.0,248,USC,usc,48.6%,0.5,0.2,60.3%,3.7,0.1,29.0%,-5.7,0.7,66.7%,5.3,-0.1,52.5%,1.5,0.4,37.9%,-3.0,0.3,69.1%,7.0,-0.3,55.4%,1.6,+1.2,55.8%,2.6,0.1,USC,usc,48.6%,0.5,0.2,60.3%,3.7,0.1,29.0%,-5.7,0.7,66.7%,5.3,-0.1,52.5%,1.5,0.4,37.9%,-3.0,0.3,69.1%,7.0,-0.3,55.4%,1.6,+1.2,55.8%,2.6,0.1,USC,usc,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1538,414,844,Michigan,1,8,16,76.0,249,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1536,412,819,UCLA,11,4,16,88.0,250,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1534,410,871,Baylor,1,1,16,62.0,251,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1532,408,872,Arkansas,3,8,16,72.0,252,Arkansas,arkansas,54.3%,2.4,-0.5,61.9%,5.5,-0.7,27.1%,-6.9,-1.0,67.9%,7.5,-1.1,56.6%,3.5,-0.1,29.7%,-5.6,-1.7,80.0%,12.6,1.0,52.9%,0.2,-1.9,60.2%,5.0,-0.4,Arkansas,arkansas,54.3%,2.4,-0.5,61.9%,5.5,-0.7,27.1%,-6.9,-1.0,67.9%,7.5,-1.1,56.6%,3.5,-0.1,29.7%,-5.6,-1.7,80.0%,12.6,1.0,52.9%,0.2,-1.9,60.2%,5.0,-0.4,Arkansas,arkansas,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1530,406,847,Loyola Chicago,8,16,16,58.0,253,Loyola Chicago,loyola chicago,46.6%,-0.7,-0.1,56.2%,2.5,0.0,27.3%,-6.9,0.3,58.2%,4.1,-0.2,48.2%,-0.3,-0.4,34.9%,-5.2,-0.3,67.7%,6.8,0.0,53.6%,1.8,+1.3,52.3%,1.2,0.0,Loyola-Chi,loyola chicago,46.6%,-0.7,-0.1,56.2%,2.5,0.0,27.3%,-6.9,0.3,58.2%,4.1,-0.2,48.2%,-0.3,-0.4,34.9%,-5.2,-0.3,67.7%,6.8,0.0,53.6%,1.8,+1.3,52.3%,1.2,0.0,Loyola-Chi,loyola chicago,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1528,404,825,Syracuse,11,16,16,46.0,254,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1526,194,856,Gonzaga,1,2,8,85.0,255,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1524,192,844,Michigan,1,8,8,49.0,256,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1522,190,871,Baylor,1,1,8,81.0,257,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1520,188,830,Oregon St,12,8,8,61.0,258,Oregon St.,oregon st,37.0%,-4.3,-0.6,49.2%,1.2,0.1,23.1%,-8.5,0.2,56.2%,4.0,-0.1,38.1%,-4.0,-0.2,22.6%,-8.1,-0.4,59.3%,3.7,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,37.0%,-4.3,-0.6,49.2%,1.2,0.1,23.1%,-8.5,0.2,56.2%,4.0,-0.1,38.1%,-4.0,-0.2,22.6%,-8.1,-0.4,59.3%,3.7,-0.4,41.6%,-2.6,-0.3,43.6%,-1.4,-0.4,Oregon St,oregon st,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1518,82,856,Gonzaga,1,2,4,93.0,259,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1516,80,871,Baylor,1,1,4,78.0,260,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1514,26,856,Gonzaga,1,2,2,70.0,261,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1512,1698,798,Duke,1,8,64,85.0,262,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1510,1696,748,VCU,8,64,64,58.0,263,VCU,vcu,65.7%,5.0,0.6,67.3%,6.1,0.8,30.3%,-4.1,0.8,69.0%,6.7,-0.6,67.0%,5.6,0.7,53.4%,1.3,0.4,81.2%,10.2,0.3,54.6%,2.9,+2.6,67.3%,5.9,0.7,VCU,vcu,65.7%,5.0,0.6,67.3%,6.1,0.8,30.3%,-4.1,0.8,69.0%,6.7,-0.6,67.0%,5.6,0.7,53.4%,1.3,0.4,81.2%,10.2,0.3,54.6%,2.9,+2.6,67.3%,5.9,0.7,VCU,vcu,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1508,1694,775,Mississippi St,5,64,64,76.0,264,Mississippi St.,mississippi,51.5%,0.7,-0.6,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,58.4%,3.8,0.4,55.7%,2.4,-0.9,34.6%,-4.6,-0.5,74.6%,9.6,-0.1,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi,51.5%,0.7,-0.6,60.3%,4.2,-0.6,27.3%,-6.4,-0.3,58.4%,3.8,0.4,55.7%,2.4,-0.9,34.6%,-4.6,-0.5,74.6%,9.6,-0.1,53.3%,0.2,-2.3,57.7%,3.3,-0.6,Mississippi,mississippi st,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1506,1692,744,Virginia Tech,4,16,64,66.0,265,Virginia Tech,virgina tech,47.9%,-0.1,0.1,55.1%,3.4,0.1,25.5%,-7.5,0.2,54.8%,3.1,-0.3,51.6%,1.7,0.0,29.9%,-6.2,-0.8,69.7%,8.7,0.7,48.8%,0.3,+0.8,53.0%,2.4,0.1,VA Tech,virgina tech,47.9%,-0.1,0.1,55.1%,3.4,0.1,25.5%,-7.5,0.2,54.8%,3.1,-0.3,51.6%,1.7,0.0,29.9%,-6.2,-0.8,69.7%,8.7,0.7,48.8%,0.3,+0.8,53.0%,2.4,0.1,VA Tech,virginia tech,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1504,1690,780,Maryland,6,32,64,79.0,266,Maryland,maryland,64.3%,4.9,0.0,65.3%,7.5,0.1,32.5%,-4.9,0.6,67.1%,8.3,0.9,61.3%,5.3,-0.6,43.2%,-1.9,0.2,81.5%,13.4,0.0,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,64.3%,4.9,0.0,65.3%,7.5,0.1,32.5%,-4.9,0.6,67.1%,8.3,0.9,61.3%,5.3,-0.6,43.2%,-1.9,0.2,81.5%,13.4,0.0,56.4%,3.3,-0.3,65.6%,7.1,0.0,Maryland,maryland,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1502,1688,782,LSU,3,16,64,79.0,267,LSU,lsu,48.4%,-0.8,-1.2,61.1%,4.6,-0.3,26.3%,-7.3,-0.5,70.1%,7.3,1.1,52.4%,1.6,-0.8,33.3%,-5.4,-0.4,75.3%,9.8,-0.1,45.3%,-1.4,-2.3,57.2%,3.2,-0.5,LSU,lsu,48.4%,-0.8,-1.2,61.1%,4.6,-0.3,26.3%,-7.3,-0.5,70.1%,7.3,1.1,52.4%,1.6,-0.8,33.3%,-5.4,-0.4,75.3%,9.8,-0.1,45.3%,-1.4,-2.3,57.2%,3.2,-0.5,LSU,lsu,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1500,1686,783,Louisville,7,64,64,76.0,268,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1498,1684,778,Michigan St,2,4,64,76.0,269,Michigan St.,michigan st,71.5%,8.7,1.1,71.9%,8.4,0.4,35.3%,-4.2,0.7,70.4%,9.2,0.3,68.7%,6.7,-0.2,54.0%,1.9,-0.1,87.4%,15.5,1.2,63.8%,4.1,+0.1,71.7%,8.7,0.5,Michigan St,michigan st,71.5%,8.7,1.1,71.9%,8.4,0.4,35.3%,-4.2,0.7,70.4%,9.2,0.3,68.7%,6.7,-0.2,54.0%,1.9,-0.1,87.4%,15.5,1.2,63.8%,4.1,+0.1,71.7%,8.7,0.5,Michigan St,michigan st,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1496,1682,792,Gonzaga,1,8,64,87.0,270,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1494,1680,755,Syracuse,8,64,64,69.0,271,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1492,1678,781,Marquette,5,64,64,64.0,272,Marquette,marquette,64.7%,4.4,0.0,62.5%,5.4,0.6,34.9%,-4.9,0.8,65.6%,6.1,0.2,65.9%,5.6,1.2,44.3%,-1.9,0.8,78.8%,11.2,0.2,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,64.7%,4.4,0.0,62.5%,5.4,0.6,34.9%,-4.9,0.8,65.6%,6.1,0.2,65.9%,5.6,1.2,44.3%,-1.9,0.8,78.8%,11.2,0.2,56.5%,1.5,+0.5,64.2%,5.5,0.4,Marquette,marquette,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1490,1676,795,Florida St,4,16,64,76.0,273,Florida St.,florida st,55.4%,0.9,-0.3,58.7%,3.6,-0.4,32.7%,-6.5,0.5,56.8%,1.7,-0.9,60.6%,3.6,0.7,37.5%,-4.8,-0.9,72.4%,8.7,0.2,56.9%,1.2,-0.6,58.1%,2.9,-0.3,Florida St,florida st,55.4%,0.9,-0.3,58.7%,3.6,-0.4,32.7%,-6.5,0.5,56.8%,1.7,-0.9,60.6%,3.6,0.7,37.5%,-4.8,-0.9,72.4%,8.7,0.2,56.9%,1.2,-0.6,58.1%,2.9,-0.3,Florida St,florida st,,,,,,,,,,,,,,,,,,,,,,,,,
