YEAR_x,TEAM_x,SEED_x,SCORE_x,gameID,TEAMORIGINAL_x,Closest Match_x,afterWin_winLoss_Win_percent_x_x,afterWin_winLoss_MOV_x_x,afterWin_winLoss_ATS_x_x,asUnderdog_winLoss_Win_percent_x_x,asUnderdog_winLoss_MOV_x_x,asUnderdog_winLoss_ATS_x_x,away_winLoss_Win_percent_x_x,away_winLoss_MOV_x_x,away_winLoss_ATS_x_x,neutralSite_winLoss_Win_percent_x_x,neutralSite_winLoss_MOV_x_x,neutralSite_winLoss_ATS_x_x,overallWinPercentage_Win_percent_x_x,overallWinPercentage_MOV_x_x,overallWinPercentage_ATS_x_x,Team Original_x_x,Team_x_x,afterLoss_winLoss_Win_percent_y_x,afterLoss_winLoss_MOV_y_x,afterLoss_winLoss_ATS_y_x,afterWin_winLoss_Win_percent_y_x,afterWin_winLoss_MOV_y_x,afterWin_winLoss_ATS_y_x,asUnderdog_winLoss_Win_percent_y_x,asUnderdog_winLoss_MOV_y_x,asUnderdog_winLoss_ATS_y_x,restAdvantage_winLoss_Win_percent_y_x,restAdvantage_winLoss_MOV_y_x,restAdvantage_winLoss_ATS_y_x,equalRest_winLoss_Win_percent_y_x,equalRest_winLoss_MOV_y_x,equalRest_winLoss_ATS_y_x,away_winLoss_Win_percent_y_x,away_winLoss_MOV_y_x,away_winLoss_ATS_y_x,home_winLoss_Win_percent_y_x,home_winLoss_MOV_y_x,home_winLoss_ATS_y_x,neutralSite_winLoss_Win_percent_y_x,neutralSite_winLoss_MOV_y_x,neutralSite_winLoss_ATS_y_x,overallWinPercentage_Win_percent_y_x,overallWinPercentage_MOV_y_x,overallWinPercentage_ATS_y_x,Team Original_y_x,TEAM_lower_x,Team_y_x,year_x,upperclassmen_x,SRS_x,SOS_x,Tm_x,Opp_x,MP_x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Year_x,YEAR_y,TEAM_y,SEED_y,SCORE_y,TEAMORIGINAL_y,Closest Match_y,afterWin_winLoss_Win_percent_x_y,afterWin_winLoss_MOV_x_y,afterWin_winLoss_ATS_x_y,asUnderdog_winLoss_Win_percent_x_y,asUnderdog_winLoss_MOV_x_y,asUnderdog_winLoss_ATS_x_y,away_winLoss_Win_percent_x_y,away_winLoss_MOV_x_y,away_winLoss_ATS_x_y,neutralSite_winLoss_Win_percent_x_y,neutralSite_winLoss_MOV_x_y,neutralSite_winLoss_ATS_x_y,overallWinPercentage_Win_percent_x_y,overallWinPercentage_MOV_x_y,overallWinPercentage_ATS_x_y,Team Original_x_y,Team_x_y,afterLoss_winLoss_Win_percent_y_y,afterLoss_winLoss_MOV_y_y,afterLoss_winLoss_ATS_y_y,afterWin_winLoss_Win_percent_y_y,afterWin_winLoss_MOV_y_y,afterWin_winLoss_ATS_y_y,asUnderdog_winLoss_Win_percent_y_y,asUnderdog_winLoss_MOV_y_y,asUnderdog_winLoss_ATS_y_y,restAdvantage_winLoss_Win_percent_y_y,restAdvantage_winLoss_MOV_y_y,restAdvantage_winLoss_ATS_y_y,equalRest_winLoss_Win_percent_y_y,equalRest_winLoss_MOV_y_y,equalRest_winLoss_ATS_y_y,away_winLoss_Win_percent_y_y,away_winLoss_MOV_y_y,away_winLoss_ATS_y_y,home_winLoss_Win_percent_y_y,home_winLoss_MOV_y_y,home_winLoss_ATS_y_y,neutralSite_winLoss_Win_percent_y_y,neutralSite_winLoss_MOV_y_y,neutralSite_winLoss_ATS_y_y,overallWinPercentage_Win_percent_y_y,overallWinPercentage_MOV_y_y,overallWinPercentage_ATS_y_y,Team Original_y_y,TEAM_lower_y,Team_y_y,year_y,upperclassmen_y,SRS_y,SOS_y,Tm_y,Opp_y,MP_y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Year_y,seedDiff,isUnderdog_x,isUnderdog_y
2014,NCarolina,6,79.0,589,North Carolina,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,ncarolina,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Providence,11,77.0,Providence,providence,58.2%,3.2,0.8,33.7%,-4.8,1.6,39.8%,-3.1,1.4,38.3%,-3.3,-1.6,56.2%,2.6,0.4,Providence,providence,50.9%,0.8,-0.2,58.2%,3.2,0.8,33.7%,-4.8,1.6,56.6%,3.0,0.0,55.6%,2.0,-0.1,39.8%,-3.1,1.4,71.3%,7.7,0.2,38.3%,-3.3,-1.6,56.2%,2.6,0.4,Providence,providence,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2014,Iowa St,3,93.0,590,Iowa St.,iowa st,62.4%,5.9,1.0,25.8%,-6.9,0.3,28.2%,-6.0,-0.6,58.7%,2.5,+1.5,57.9%,4.1,0.6,Iowa St,iowa st,48.7%,0.2,0.2,62.4%,5.9,1.0,25.8%,-6.9,0.3,64.3%,7.4,0.1,53.9%,2.0,0.4,28.2%,-6.0,-0.6,76.7%,11.0,1.3,58.7%,2.5,+1.5,57.9%,4.1,0.6,Iowa St,iowa st,,,,,,,,,,,,,,,,,,,,,,,,,,2014,N Carolina Central,14,75.0,North Carolina Central,n carolina central,63.2%,6.3,1.2,17.0%,-10.8,0.7,31.9%,-8.3,0.5,58.8%,4.4,+2.3,51.9%,2.3,1.4,NC Central,n carolina central,43.0%,0.0,2.6,63.2%,6.3,1.2,17.0%,-10.8,0.7,56.7%,11.6,3.4,54.4%,0.1,0.9,31.9%,-8.3,0.5,77.8%,16.5,3.1,58.8%,4.4,+2.3,51.9%,2.3,1.4,NC Central,n carolina central,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2014,Connecticut,7,89.0,591,Connecticut,connecticut,73.0%,9.5,1.0,31.5%,-4.4,1.0,51.8%,1.2,-0.1,70.8%,5.6,+1.7,71.1%,8.7,0.5,Connecticut,connecticut,63.5%,5.2,-0.6,73.0%,9.5,1.0,31.5%,-4.4,1.0,68.2%,9.4,-0.3,72.2%,7.7,1.0,51.8%,1.2,-0.1,83.3%,14.7,0.3,70.8%,5.6,+1.7,71.1%,8.7,0.5,Connecticut,connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,2014,St Josephs,10,81.0,Saint Joseph's,st josephs,56.0%,2.7,0.6,28.9%,-6.0,0.6,41.6%,-1.6,1.0,50.7%,0.6,+0.1,53.4%,1.6,0.3,St Josephs,st josephs,49.1%,-0.2,0.0,56.0%,2.7,0.6,28.9%,-6.0,0.6,58.3%,2.9,0.4,50.5%,0.6,-0.1,41.6%,-1.6,1.0,66.1%,5.1,-0.4,50.7%,0.6,+0.1,53.4%,1.6,0.3,St Josephs,st josephs,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2014,Villanova,2,73.0,592,Villanova,villanova,70.7%,7.5,0.9,32.5%,-3.8,1.4,53.3%,1.4,0.0,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,61.5%,4.3,-0.2,70.7%,7.5,0.9,32.5%,-3.8,1.4,69.1%,7.3,-0.4,69.3%,7.2,1.0,53.3%,1.4,0.0,80.9%,11.4,0.6,68.7%,6.8,+1.3,68.8%,7.0,0.6,Villanova,villanova,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Milwaukee,15,53.0,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2014,Arizona,1,68.0,593,Arizona,arizona,74.2%,9.4,0.2,41.3%,-3.1,1.3,59.3%,3.8,0.6,66.9%,5.3,-0.2,73.9%,9.5,0.5,Arizona,arizona,70.1%,8.0,1.3,74.2%,9.4,0.2,41.3%,-3.1,1.3,74.7%,11.4,0.5,71.8%,8.4,0.3,59.3%,3.8,0.6,86.8%,15.2,0.8,66.9%,5.3,-0.2,73.9%,9.5,0.5,Arizona,arizona,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Weber St,16,59.0,Weber St.,weber st,62.5%,3.8,0.4,30.2%,-6.6,0.3,44.0%,-2.7,0.1,51.5%,1.1,+0.4,61.1%,4.5,0.3,Weber St,weber st,58.7%,5.0,0.4,62.5%,3.8,0.4,30.2%,-6.6,0.3,65.0%,9.2,-1.4,59.3%,2.5,0.5,44.0%,-2.7,0.1,79.7%,12.3,0.6,51.5%,1.1,+0.4,61.1%,4.5,0.3,Weber St,weber st,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2014,Gonzaga,8,85.0,594,Gonzaga,gonzaga,82.7%,13.8,1.0,40.5%,-2.7,2.1,76.1%,9.3,1.3,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,82.1%,14.9,2.0,82.7%,13.8,1.0,40.5%,-2.7,2.1,86.3%,17.7,1.9,83.1%,13.5,1.1,76.1%,9.3,1.3,93.2%,21.9,1.5,73.4%,7.3,+0.5,82.8%,14.2,1.2,Gonzaga,gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Oklahoma St,9,77.0,Oklahoma St.,oklahoma st,63.5%,6.2,0.1,26.2%,-6.4,-0.2,38.4%,-2.7,-0.3,58.2%,2.3,+0.4,61.4%,5.4,0.4,Oklahoma St,oklahoma st,55.0%,2.6,0.7,63.5%,6.2,0.1,26.2%,-6.4,-0.2,61.2%,7.4,-0.2,59.4%,4.2,0.3,38.4%,-2.7,-0.3,77.8%,11.9,0.9,58.2%,2.3,+0.4,61.4%,5.4,0.4,Oklahoma St,oklahoma st,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2014,Oklahoma,5,75.0,595,Oklahoma,oklahoma,67.0%,6.6,0.6,31.3%,-5.4,0.4,41.1%,-3.1,-0.8,56.9%,2.4,-0.1,64.0%,5.8,0.3,Oklahoma,oklahoma,55.5%,2.8,-0.4,67.0%,6.6,0.6,31.3%,-5.4,0.4,70.1%,8.2,0.3,60.7%,4.2,-0.1,41.1%,-3.1,-0.8,81.5%,12.8,1.2,56.9%,2.4,-0.1,64.0%,5.8,0.3,Oklahoma,oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,2014,N Dakota St,12,80.0,North Dakota St.,n dakota st,60.1%,4.8,-0.1,26.2%,-7.4,0.3,39.1%,-2.9,0.0,64.9%,3.0,+1.7,59.5%,4.7,0.3,N Dakota St,n dakota st,62.1%,5.5,0.9,60.1%,4.8,-0.1,26.2%,-7.4,0.3,69.4%,11.1,1.7,59.2%,3.4,-0.3,39.1%,-2.9,0.0,80.5%,13.7,0.3,64.9%,3.0,+1.7,59.5%,4.7,0.3,N Dakota St,n dakota st,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2014,San Diego St,4,73.0,596,San Diego St.,san diego st,67.5%,6.1,0.8,29.6%,-6.6,0.2,47.5%,-1.4,0.2,66.2%,4.0,+1.3,65.6%,5.4,0.5,San Diego St,san diego st,60.1%,3.1,0.0,67.5%,6.1,0.8,29.6%,-6.6,0.2,69.4%,8.5,0.8,64.8%,4.6,0.9,47.5%,-1.4,0.2,78.8%,10.8,0.5,66.2%,4.0,+1.3,65.6%,5.4,0.5,San Diego St,san diego st,,,,,,,,,,,,,,,,,,,,,,,,,,2014,New Mexico St,13,69.0,New Mexico St.,new mexico,64.7%,6.0,0.6,24.4%,-6.9,-0.3,39.5%,-2.9,-0.3,50.4%,0.2,-2.0,61.5%,5.0,0.1,New Mexico,new mexico,53.3%,2.0,-0.8,64.7%,6.0,0.6,24.4%,-6.9,-0.3,66.7%,7.5,-0.8,59.3%,3.6,0.0,39.5%,-2.9,-0.3,79.4%,11.6,1.0,50.4%,0.2,-2.0,61.5%,5.0,0.1,New Mexico,new mexico st,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2014,Baylor,6,74.0,597,Baylor,baylor,66.9%,7.3,0.8,27.8%,-7.1,0.7,38.4%,-4.8,0.0,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,48.4%,0.2,0.2,66.9%,7.3,0.8,27.8%,-7.1,0.7,65.8%,9.0,-0.7,55.5%,2.6,0.5,38.4%,-4.8,0.0,74.4%,11.8,0.7,61.9%,4.6,+1.3,60.8%,5.3,0.6,Baylor,baylor,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Nebraska,11,60.0,Nebraska,nebraska,53.2%,1.2,-0.5,25.1%,-8.5,-0.5,21.8%,-9.3,-1.3,44.0%,-1.7,+0.4,49.3%,0.5,-0.1,Nebraska,nebraska,42.5%,-1.5,0.3,53.2%,1.2,-0.5,25.1%,-8.5,-0.5,47.8%,0.6,-0.6,49.6%,0.3,-0.1,21.8%,-9.3,-1.3,68.9%,7.7,0.8,44.0%,-1.7,+0.4,49.3%,0.5,-0.1,Nebraska,nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2014,Creighton,3,76.0,598,Creighton,creighton,68.5%,7.1,0.7,37.6%,-3.2,1.8,50.0%,0.2,0.1,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,64.8%,5.5,0.8,68.5%,7.1,0.7,37.6%,-3.2,1.8,70.1%,8.1,0.3,67.2%,6.6,0.7,50.0%,0.2,0.1,83.7%,13.3,1.0,61.6%,3.9,+1.1,68.3%,7.2,0.7,Creighton,creighton,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Louisiana Lafayette,14,66.0,Louisiana Lafayette,lafayette,51.1%,-0.4,0.0,26.6%,-8.7,-0.1,34.5%,-6.1,1.0,39.1%,-5.1,-4.3,45.4%,-1.8,-0.7,Lafayette,lafayette,40.9%,-2.7,-1.5,51.1%,-0.4,0.0,26.6%,-8.7,-0.1,51.7%,2.2,-2.6,44.2%,-2.4,0.0,34.5%,-6.1,1.0,58.0%,3.3,-2.8,39.1%,-5.1,-4.3,45.4%,-1.8,-0.7,Lafayette,louisiana lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2014,Oregon,7,87.0,599,Oregon,oregon,66.6%,5.5,0.7,36.1%,-5.0,1.2,45.4%,-2.7,-0.3,57.5%,1.7,+0.5,64.1%,5.1,0.5,Oregon,oregon,56.8%,2.9,0.1,66.6%,5.5,0.7,36.1%,-5.0,1.2,71.7%,9.2,1.3,58.0%,2.8,0.2,45.4%,-2.7,-0.3,78.3%,11.1,1.1,57.5%,1.7,+0.5,64.1%,5.1,0.5,Oregon,oregon,,,,,,,,,,,,,,,,,,,,,,,,,,2014,BYU,10,68.0,BYU,byu,67.1%,7.9,0.8,24.2%,-7.1,-0.9,48.9%,0.8,0.6,54.5%,3.0,-0.6,66.9%,7.5,1.0,BYU,byu,64.9%,6.0,1.5,67.1%,7.9,0.8,24.2%,-7.1,-0.9,69.7%,11.5,2.0,66.9%,6.5,1.0,48.9%,0.8,0.6,84.4%,14.0,1.9,54.5%,3.0,-0.6,66.9%,7.5,1.0,BYU,byu,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2014,Wisconsin,2,75.0,600,Wisconsin,wisconsin,68.6%,7.0,0.7,38.1%,-3.2,1.7,50.2%,0.1,0.4,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,66.0%,5.4,0.4,68.6%,7.0,0.7,38.1%,-3.2,1.7,67.2%,7.3,0.4,68.3%,6.8,0.8,50.2%,0.1,0.4,83.3%,13.1,0.9,62.1%,3.6,+0.3,68.3%,7.0,0.6,Wisconsin,wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,2014,American,15,35.0,American,american,53.2%,0.9,0.5,25.1%,-8.3,-0.2,35.4%,-4.9,0.3,64.0%,0.3,+2.6,47.3%,-1.1,-0.3,American,american,43.2%,-2.4,-1.0,53.2%,0.9,0.5,25.1%,-8.3,-0.2,46.5%,-1.7,-0.6,51.0%,0.3,0.3,35.4%,-4.9,0.3,60.6%,3.5,-1.5,64.0%,0.3,+2.6,47.3%,-1.1,-0.3,American,american,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2014,Wichita St,1,64.0,601,Wichita St.,wichita st,67.2%,7.1,0.8,29.1%,-5.4,0.4,51.0%,0.4,0.8,51.1%,3.0,+0.3,64.3%,5.9,0.5,Wichita St,wichita st,55.9%,2.6,-0.1,67.2%,7.1,0.8,29.1%,-5.4,0.4,69.1%,7.5,0.6,61.0%,5.1,0.1,51.0%,0.4,0.8,78.0%,10.9,0.3,51.1%,3.0,+0.3,64.3%,5.9,0.5,Wichita St,wichita st,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Cal Poly,16,37.0,Cal Poly,cal poly,40.9%,-2.1,-0.3,20.8%,-8.7,-0.1,22.3%,-9.0,-0.6,41.4%,-1.6,+1.6,36.8%,-3.4,-0.7,Cal Poly,cal poly,33.8%,-4.5,-0.9,40.9%,-2.1,-0.3,20.8%,-8.7,-0.1,44.6%,-0.6,-1.9,34.5%,-4.2,-0.7,22.3%,-9.0,-0.6,51.5%,2.2,-1.3,41.4%,-1.6,+1.6,36.8%,-3.4,-0.7,Cal Poly,cal poly,,,,,,,,,,,,,,,,,,,,,,,,,,15,True,False
2014,Kentucky,8,56.0,602,Kentucky,kentucky,76.1%,10.0,0.4,40.0%,-2.4,2.0,60.6%,3.6,1.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,72.7%,9.3,0.6,76.1%,10.0,0.4,40.0%,-2.4,2.0,76.4%,10.3,-0.2,74.7%,9.4,0.5,60.6%,3.6,1.0,88.0%,15.7,0.0,69.2%,7.0,+0.4,75.5%,10.1,0.4,Kentucky,kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Kansas St,9,49.0,Kansas St.,kansas st,60.8%,4.3,0.7,27.8%,-6.3,0.7,31.6%,-5.6,-0.3,51.1%,1.1,+0.4,57.3%,3.5,0.4,Kansas St,kansas st,50.3%,1.3,0.1,60.8%,4.3,0.7,27.8%,-6.3,0.7,62.5%,5.7,-0.1,55.0%,2.4,0.5,31.6%,-5.6,-0.3,75.6%,10.0,1.0,51.1%,1.1,+0.4,57.3%,3.5,0.4,Kansas St,kansas st,,,,,,,,,,,,,,,,,,,,,,,,,,1,True,False
2014,St Louis,5,83.0,603,Saint Louis,st louis,55.7%,2.3,0.4,30.2%,-6.6,0.6,33.8%,-5.6,-0.7,50.0%,0.2,+0.7,56.1%,1.8,0.1,Saint Louis,st louis,55.0%,0.4,-0.1,55.7%,2.3,0.4,30.2%,-6.6,0.6,54.7%,2.2,0.1,55.2%,1.2,-0.7,33.8%,-5.6,-0.7,72.6%,7.2,0.6,50.0%,0.2,+0.7,56.1%,1.8,0.1,Saint Louis,st louis,,,,,,,,,,,,,,,,,,,,,,,,,,2014,N Carolina St,12,80.0,North Carolina St.,n carolina,73.2%,9.5,0.3,30.1%,-5.8,0.0,58.9%,3.0,0.0,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina,68.1%,8.2,1.4,73.2%,9.5,0.3,30.1%,-5.8,0.0,71.2%,9.3,0.3,71.5%,8.2,0.4,58.9%,3.0,0.0,83.3%,14.4,0.4,70.2%,7.9,+1.2,72.5%,9.3,0.5,N Carolina,n carolina st,,,,,,,,,,,,,,,,,,,,,,,,,,7,True,False
2014,Louisville,4,71.0,604,Louisville,louisville,67.8%,8.8,0.4,23.4%,-7.1,-0.4,47.6%,0.6,0.8,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,56.2%,2.9,-0.2,67.8%,8.8,0.4,23.4%,-7.1,-0.4,70.7%,9.1,0.3,61.8%,6.5,0.9,47.6%,0.6,0.8,77.5%,12.1,0.1,56.7%,4.5,+0.4,64.7%,7.3,0.4,Louisville,louisville,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Manhattan,13,64.0,Manhattan,manhattan,49.9%,0.4,0.1,30.2%,-6.9,0.1,37.6%,-4.2,-0.3,42.1%,-0.2,+2.6,47.2%,-0.6,-0.3,Manhattan,manhattan,44.5%,-1.6,-0.4,49.9%,0.4,0.1,30.2%,-6.9,0.1,50.2%,0.4,-1.0,43.2%,-1.3,-0.3,37.6%,-4.2,-0.3,59.0%,3.4,-0.9,42.1%,-0.2,+2.6,47.2%,-0.6,-0.3,Manhattan,manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,9,True,False
2014,Massachusetts,6,67.0,605,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Tennessee,11,86.0,Tennessee,tennessee,63.9%,6.2,0.4,37.2%,-3.7,1.9,45.9%,-1.0,0.1,55.0%,2.0,-1.2,64.8%,6.1,0.4,Tennessee,tennessee,64.5%,4.7,0.4,63.9%,6.2,0.4,37.2%,-3.7,1.9,68.0%,8.1,0.1,62.7%,4.7,0.5,45.9%,-1.0,0.1,80.7%,12.2,1.2,55.0%,2.0,-1.2,64.8%,6.1,0.4,Tennessee,tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,5,True,False
2014,Duke,3,71.0,606,Duke,duke,81.5%,13.5,0.3,43.3%,-1.1,2.9,66.3%,7.2,0.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,78.9%,13.0,0.8,81.5%,13.5,0.3,43.3%,-1.1,2.9,82.5%,14.4,0.3,81.7%,13.4,1.0,66.3%,7.2,0.2,91.7%,20.3,1.2,80.2%,9.7,-0.3,81.5%,13.9,0.5,Duke,duke,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Mercer,14,78.0,Mercer,mercer,51.1%,0.4,-0.1,25.7%,-6.2,0.5,35.3%,-5.3,0.4,39.5%,-3.0,-2.0,49.2%,0.5,-0.1,Mercer,mercer,46.8%,0.0,0.1,51.1%,0.4,-0.1,25.7%,-6.2,0.5,54.2%,3.3,2.4,48.6%,-0.2,-0.5,35.3%,-5.3,0.4,66.0%,7.2,0.2,39.5%,-3.0,-2.0,49.2%,0.5,-0.1,Mercer,mercer,,,,,,,,,,,,,,,,,,,,,,,,,,11,True,False
2014,Texas,7,87.0,607,Texas,texas,64.3%,6.5,0.0,32.7%,-4.7,0.8,45.7%,-1.3,-0.4,56.3%,2.2,-0.4,65.3%,6.6,0.0,Texas,texas,65.6%,5.2,0.0,64.3%,6.5,0.0,32.7%,-4.7,0.8,66.5%,7.3,-0.4,62.8%,5.7,0.3,45.7%,-1.3,-0.4,81.3%,13.3,0.5,56.3%,2.2,-0.4,65.3%,6.6,0.0,Texas,texas,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Arizona St,10,85.0,Arizona St.,arizona st,55.6%,2.9,-0.5,27.1%,-6.9,-0.1,34.4%,-5.2,-0.5,39.3%,-3.0,-1.2,52.9%,1.9,-0.4,Arizona St,arizona st,48.1%,-0.1,-0.1,55.6%,2.9,-0.5,27.1%,-6.9,-0.1,51.7%,1.3,-1.5,51.4%,1.1,0.0,34.4%,-5.2,-0.5,68.2%,7.6,-0.2,39.3%,-3.0,-1.2,52.9%,1.9,-0.4,Arizona St,arizona st,,,,,,,,,,,,,,,,,,,,,,,,,,3,True,False
2014,Michigan,2,57.0,608,Michigan,michigan,60.7%,4.2,0.4,30.8%,-6.2,0.6,36.1%,-5.0,-0.7,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,55.3%,2.0,0.6,60.7%,4.2,0.4,30.8%,-6.2,0.6,61.0%,4.0,-0.2,59.4%,4.1,1.2,36.1%,-5.0,-0.7,74.7%,9.6,0.4,59.0%,4.0,+2.8,59.4%,3.9,0.5,Michigan,michigan,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Wofford,15,40.0,Wofford,wofford,54.3%,2.7,0.4,25.4%,-7.7,0.9,34.9%,-5.2,0.9,53.9%,2.5,-0.7,52.9%,2.4,0.4,Wofford,wofford,53.2%,2.3,0.4,54.3%,2.7,0.4,25.4%,-7.7,0.9,62.8%,9.9,0.8,50.9%,0.4,0.6,34.9%,-5.2,0.9,73.2%,11.1,0.0,53.9%,2.5,-0.7,52.9%,2.4,0.4,Wofford,wofford,,,,,,,,,,,,,,,,,,,,,,,,,,13,True,False
2014,Florida,1,61.0,609,Florida,florida,68.7%,9.6,0.6,29.9%,-4.0,0.9,49.7%,1.4,0.0,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,66.8%,7.5,0.3,68.7%,9.6,0.6,29.9%,-4.0,0.9,68.8%,10.8,0.3,66.4%,7.4,0.0,49.7%,1.4,0.0,82.5%,15.9,0.7,67.5%,6.5,+1.0,69.0%,9.4,0.5,Florida,florida,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Pittsburgh,9,45.0,Pittsburgh,pittsburgh,68.3%,7.1,0.2,31.0%,-6.1,0.7,43.9%,-1.9,1.0,58.9%,3.3,+0.6,63.2%,5.3,0.1,Pittsburgh,pittsburgh,51.3%,0.7,0.0,68.3%,7.1,0.2,31.0%,-6.1,0.7,64.3%,6.3,-0.2,62.3%,4.4,0.1,43.9%,-1.9,1.0,76.0%,10.2,-0.7,58.9%,3.3,+0.6,63.2%,5.3,0.1,Pittsburgh,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,8,True,False
2014,Stephen F Austin,12,60.0,610,Stephen F. Austin,ste f austin,67.7%,7.7,0.4,23.6%,-8.5,-1.7,48.4%,-0.7,-1.0,56.7%,2.9,+0.6,63.7%,6.4,-0.3,Ste F Austin,ste f austin,55.2%,3.4,-1.8,67.7%,7.7,0.4,23.6%,-8.5,-1.7,72.6%,11.8,0.7,60.3%,4.1,-0.7,48.4%,-0.7,-1.0,78.6%,13.4,-0.2,56.7%,2.9,+0.6,63.7%,6.4,-0.3,Ste F Austin,stephen f austin,,,,,,,,,,,,,,,,,,,,,,,,,,2014,UCLA,4,77.0,UCLA,ucla,69.3%,6.8,0.7,35.8%,-5.2,0.6,51.4%,-0.3,0.6,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,59.8%,2.7,-0.6,69.3%,6.8,0.7,35.8%,-5.2,0.6,68.2%,7.1,-0.6,64.4%,4.2,0.2,51.4%,-0.3,0.6,79.9%,11.0,0.4,56.7%,1.8,-1.0,66.6%,5.7,0.2,UCLA,ucla,,,,,,,,,,,,,,,,,,,,,,,,,,8,False,True
2014,Dayton,11,55.0,611,Dayton,dayton,63.8%,4.7,0.2,34.8%,-4.0,1.5,46.3%,-0.4,0.3,54.7%,0.6,+0.9,66.2%,5.4,0.5,Dayton,dayton,68.4%,5.9,1.1,63.8%,4.7,0.2,34.8%,-4.0,1.5,68.8%,6.8,1.2,66.2%,4.8,0.6,46.3%,-0.4,0.3,82.5%,10.5,0.6,54.7%,0.6,+0.9,66.2%,5.4,0.5,Dayton,dayton,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Syracuse,3,53.0,Syracuse,syracuse,70.9%,6.9,-0.2,40.4%,-3.9,1.4,53.7%,0.0,0.4,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,62.2%,4.6,0.6,70.9%,6.9,-0.2,40.4%,-3.9,1.4,68.4%,7.4,-0.5,66.6%,5.8,0.2,53.7%,0.0,0.4,80.3%,11.6,-0.7,60.1%,2.8,+1.5,69.0%,6.7,0.1,Syracuse,syracuse,,,,,,,,,,,,,,,,,,,,,,,,,,8,False,True
